ARTISTS,ALBUM TITLE,SCORE,GENDER
Nav,Bad Habits,Not Good,M
Logic,Supermarket,Not Good,M
Skillet,Unleashed,Not Good,#N/A
Tove Lo,Lady Wood,Not Good,F
Lil Xan,Total Xanarchy,Not Good,M
Ajr,Neotheater,Not Good,#N/A
The Chainsmokers,Memories... Do Not Open,Not Good,#N/A
Fall Out Boy,Mania,Not Good,#N/A
Lil Baby & Gunna,Drip Harder,Not Good,#N/A
Nav,Reckless,Not Good,M
Trisha Paytas,Showtime,Not Good,F
21 Savage & Metro Boomin,Savage Mode,Not Good,#N/A
Greta Van Fleet,Anthem Of The Peaceful Army,Not Good,#N/A
Xxxtentacion,Bad Vibes Forever,Not Good,M
Desiigner,New English,Not Good,M
Nostalgia Critic,The Wall,Not Good,M
Lil Peep,Come Over When You're Sober Pt. 1,Not Good,M
Ed Sheeran,No.6 Collaborations Project,Not Good,M
Wendy's,We Beefin?,Not Good,#N/A
Imagine Dragons,Origins,Not Good,#N/A
Godsmack,When Legends Rise,Not Good,#N/A
Blink-182,California,Not Good,#N/A
Meshuggah,The Violent Sleep Of Reason,Not Good,#N/A
Dj Khaled,Father Of Asahd,Not Good,M
Brain & Lil Dicky,I'm Brain,Not Good,#N/A
Corey Feldman,Angelic 2 The Core,Not Good,M
Highly Suspect,Mcid,Not Good,#N/A
